4.020000000000000000e+03,2.010797179422273985e+04,2.000000000000000000e+00,5.000000000000000000e+00
4.019000000000000000e+03,2.412492038995128314e+04,2.000000000000000000e+00,6.000000000000000000e+00
4.017000000000000000e+03,2.813615146640859166e+04,2.000000000000000000e+00,7.000000000000000000e+00
4.016000000000000000e+03,3.214875432701302998e+04,2.000000000000000000e+00,8.000000000000000000e+00
4.012000000000000000e+03,3.615037101175767748e+04,2.000000000000000000e+00,9.000000000000000000e+00
4.011000000000000000e+03,4.015693159144893434e+04,2.000000000000000000e+00,1.000000000000000000e+01
4.010000000000000000e+03,4.416232411405921448e+04,2.000000000000000000e+00,1.100000000000000000e+01
4.007000000000000000e+03,4.815336770549261564e+04,3.000000000000000000e+00,1.200000000000000000e+01
4.002000000000000000e+03,5.213670551817618252e+04,2.000000000000000000e+00,1.300000000000000000e+01
3.997000000000000000e+03,5.610239206955266127e+04,2.000000000000000000e+00,1.400000000000000000e+01
3.994000000000000000e+03,6.007950818383855221e+04,2.000000000000000000e+00,1.500000000000000000e+01
3.994000000000000000e+03,6.406973856003156106e+04,4.000000000000000000e+00,1.600000000000000000e+01
3.991000000000000000e+03,6.805041289847594453e+04,4.000000000000000000e+00,1.700000000000000000e+01
3.988000000000000000e+03,7.201180192920942500e+04,3.000000000000000000e+00,1.800000000000000000e+01
3.985000000000000000e+03,7.598356535989613621e+04,3.000000000000000000e+00,1.900000000000000000e+01
3.978000000000000000e+03,7.990217660963883100e+04,2.000000000000000000e+00,2.000000000000000000e+01
3.972000000000000000e+03,8.380979223161518166e+04,3.000000000000000000e+00,2.100000000000000000e+01
3.971000000000000000e+03,8.777537236646580277e+04,2.000000000000000000e+00,2.200000000000000000e+01
3.967000000000000000e+03,9.169929517461627256e+04,2.000000000000000000e+00,2.300000000000000000e+01
3.962000000000000000e+03,9.559769005136683700e+04,5.000000000000000000e+00,2.400000000000000000e+01
3.959000000000000000e+03,9.952100278051363421e+04,5.000000000000000000e+00,2.500000000000000000e+01
3.954000000000000000e+03,1.034252202357105562e+05,3.000000000000000000e+00,2.600000000000000000e+01
3.948000000000000000e+03,1.072963898782458418e+05,3.000000000000000000e+00,2.700000000000000000e+01
3.942000000000000000e+03,1.111725317435190955e+05,2.000000000000000000e+00,2.800000000000000000e+01
3.932000000000000000e+03,1.149774820178985683e+05,3.000000000000000000e+00,2.900000000000000000e+01
3.928000000000000000e+03,1.188486050474227377e+05,3.000000000000000000e+00,3.000000000000000000e+01
3.923000000000000000e+03,1.227032935411989602e+05,3.000000000000000000e+00,3.100000000000000000e+01
3.921000000000000000e+03,1.266026396461314434e+05,3.000000000000000000e+00,3.200000000000000000e+01
3.912000000000000000e+03,1.303896557212940534e+05,3.000000000000000000e+00,3.300000000000000000e+01
3.909000000000000000e+03,1.342505182273914979e+05,3.000000000000000000e+00,3.400000000000000000e+01
3.903000000000000000e+03,1.380553120922004455e+05,3.000000000000000000e+00,3.500000000000000000e+01
3.897000000000000000e+03,1.418492029018095927e+05,3.000000000000000000e+00,3.600000000000000000e+01
3.890000000000000000e+03,1.456316581254701014e+05,4.000000000000000000e+00,3.700000000000000000e+01
3.881000000000000000e+03,1.493669932054655510e+05,4.000000000000000000e+00,3.800000000000000000e+01
3.873000000000000000e+03,1.530960807700768928e+05,4.000000000000000000e+00,3.900000000000000000e+01
3.866000000000000000e+03,1.568509289522422769e+05,3.000000000000000000e+00,4.000000000000000000e+01
3.858000000000000000e+03,1.605762305190028274e+05,5.000000000000000000e+00,4.100000000000000000e+01
3.853000000000000000e+03,1.643520046566597011e+05,3.000000000000000000e+00,4.200000000000000000e+01
3.846000000000000000e+03,1.680940764387134695e+05,3.000000000000000000e+00,4.300000000000000000e+01
3.841000000000000000e+03,1.718385808168923249e+05,5.000000000000000000e+00,4.400000000000000000e+01
3.837000000000000000e+03,1.755936829476853600e+05,4.000000000000000000e+00,4.500000000000000000e+01
3.831000000000000000e+03,1.793159128120747919e+05,3.000000000000000000e+00,4.600000000000000000e+01
3.816000000000000000e+03,1.827967968418798991e+05,3.000000000000000000e+00,4.700000000000000000e+01
3.805000000000000000e+03,1.863609969389959588e+05,3.000000000000000000e+00,4.800000000000000000e+01
3.797000000000000000e+03,1.900051168022586207e+05,4.000000000000000000e+00,4.900000000000000000e+01
