1.049601369285184660e-01,-4.011381363526802524e-01
-3.103174860114663591e+00,-2.321062749652600843e+00
-9.411142507176589733e-01,3.188760190385167004e-01
-3.030962583172061464e+00,-1.412511115538251927e+00
-1.620487305805455858e-01,-3.696072970911012945e-01
-2.941797664067082430e+00,-2.186805114290995000e+00
-1.033867316994829810e+00,-2.051805411851221006e+00
-8.774890902431136119e-01,-1.527146171555328502e+00
-2.576001960026159665e-01,-3.153889635992116691e+00
-1.838410151080084765e+00,-9.438853772236055484e-02
-2.627768340482257159e+00,-8.532487795039382927e-01
-2.211161961383308672e+00,-1.980186146711717887e+00
-1.920045754613386446e-01,-5.435310341856399718e-01
-4.750959749161360879e-01,-2.795161197855224877e+00
-1.162670521094557152e+00,-1.234301937761853374e+00
-5.035695541478117931e-01,-2.432233937446859340e-01
-3.716124198715920368e+00,-1.828709304818090908e+00
-1.378482157039999878e+00,-9.942427158034797818e-01
-2.022334997795632638e+00,-2.091773531962842991e+00
-1.491707541360844713e+00,-1.098320275082315334e+00
3.776052405401570944e-01,-2.044596782099378451e+00
-1.123808474827063142e+00,-2.211177440211125944e+00
4.510404754804004934e-01,-2.258991812295596091e+00
-1.270728470579381542e+00,-9.316612181666905634e-02
-2.569412780401923779e+00,-2.719436492003983741e+00
-8.648412216202581160e-01,-2.139899462786618578e+00
1.000595222957674224e-01,-2.230532114975916080e+00
-2.509618383072770520e+00,-2.502586334500481513e+00
-1.431816302579360212e+00,-3.594580202925539147e+00
-1.295995476684389747e+00,-1.111857383302889302e+00
-3.257078283257439644e+00,-1.982439296745425183e+00
-2.007726121420334131e+00,-1.113335115987690305e-01
-1.439445724787262959e+00,-1.548930015043854747e+00
-2.048796778515384442e+00,-4.245272465325513611e-01
-6.665831391947214524e-01,-2.975836576025852054e+00
-7.528763243778695546e-01,-4.974174259098274042e-01
-1.274148302957235579e+00,-5.247245213153325372e-01
-7.615175754593425106e-01,-3.039023535555593902e+00
-2.114670936374397403e+00,-1.291851932901439071e+00
-1.687901574988634135e+00,-2.363169592678632913e+00
-2.737544059177365430e+00,-2.792350415965523691e+00
-3.499233748344681150e+00,-1.573821681964498564e+00
-1.776818051313846736e+00,-2.860272322521687727e+00
-9.144273005930166898e-01,-2.475288008978830501e+00
-3.144051714996283664e+00,-2.771247842964829733e+00
-2.552996621177348047e+00,-1.220700102928805375e+00
-2.325069973094432640e+00,-1.178893635455303457e+00
-1.613744063845026444e+00,-1.420549587101398448e-01
-1.615450322141318340e+00,-2.263713607857404941e+00
-4.259191084545014050e+00,-1.656172361738316834e+00
2.344182049639888632e+00,1.404166598005233357e+00
1.452997465226304907e+00,1.776799410855336436e+00
1.374001601213657553e+00,2.039846614542685455e+00
6.687531056240091365e-01,1.300378431745308427e+00
9.469322574740528520e-01,2.396217817331151689e+00
3.072267030032371782e+00,3.132600112417886606e+00
1.024018508616427070e+00,1.483417383165992920e+00
2.042320124038232709e+00,1.229251356097771808e+00
3.417810116747381777e-01,1.627430903774838677e+00
1.200675351126740287e+00,3.986734702983332213e-01
1.762414378812834581e+00,1.185310937270619647e+00
1.195282914476303304e-01,1.215813163744875691e+00
2.560637559401570229e+00,2.554156606169075694e+00
2.139053953360582128e+00,1.483007397037613639e+00
1.779993674371993073e+00,1.303860222946466418e+00
1.565637235744540279e+00,6.334622530978647470e-01
2.563131301236970305e+00,7.588048578457292637e-01
2.901158791719897767e+00,-6.439178488265224765e-01
9.543126802697766697e-01,1.439100912509616581e+00
2.210621054295863086e+00,2.278455628102824093e+00
1.042341565143063864e+00,2.213972881005095594e+00
2.243844898233592122e+00,1.262617253960264918e+00
2.204660953287889580e+00,-2.292921052901686352e-02
9.268282108361692861e-01,2.194174875255889390e+00
1.359451839385776184e+00,1.876424268691918140e+00
6.683567500161975428e-01,1.491394688340769825e+00
4.248921748904255224e-01,8.772818895801681727e-02
3.677679617461095951e-01,2.626690733361146446e+00
9.779552950269895240e-01,2.073078733530519635e+00
4.685869726115288181e-02,9.993429506032436294e-01
2.265903694855574191e+00,1.540344003836456643e+00
1.663162588534776942e+00,-9.132323507823434383e-01
4.197434911186807227e+00,1.782177844926428278e+00
-4.692848355952139450e-02,1.230518255473407541e+00
5.412871307362772111e-01,1.857147238550242330e+00
4.670789398355865707e-01,1.791738283943740351e+00
1.797558401960225094e+00,9.059884109314607636e-01
2.090385111072078139e+00,1.467116999309104441e+00
8.494041904684112021e-01,1.400184737047242445e+00
1.461182389938186832e+00,1.336636178887977255e+00
1.519469009220653088e+00,1.178302086353072209e+00
2.640974396770200627e+00,1.673648055782369859e+00
2.538197746052202497e+00,2.805001654849911041e+00
1.559896634881381638e+00,2.399940386086225619e+00
1.435453686669528217e+00,1.122530078222327754e+00
2.791617883479045936e+00,2.183931390142360485e+00
1.600322861008887321e+00,8.496043265985688819e-01
1.945060596274485354e+00,2.093534050670494473e+00
1.262466174556745147e+00,1.585415044336627055e+00
1.767101768446643018e+00,-1.324899418287237562e-01
